5821221,24-Jan-16,5.0763,6.2641
6359235,24-Jan-16,11.8482,12.9375
5877216,24-Jan-16,9.3667,12.55
6261601,25-Jan-16,4.9667,8.3333
6358987,25-Jan-16,12.1076,11.7539
6258003,26-Jan-16,7.7667,4.5667
6258027,26-Jan-16,7.7667,4.5667
4834424,26-Jan-16,9.0833,7.5333
6261502,26-Jan-16,7.7667,4.5667
6358866,27-Jan-16,10.8658,12.847
6260661,27-Jan-16,7.8024,6.743
6358993,27-Jan-16,10.8658,12.847
6268120,28-Jan-16,4.3151,6.2418
5877544,29-Jan-16,5.4616,6.2079
5292882,29-Jan-16,4.3151,6.2418
5292883,29-Jan-16,5.3643,5.3237
5292884,29-Jan-16,8.8964,7.2431
6355647,29-Jan-16,10.1614,12.7399
6268145,29-Jan-16,8.0167,4.1333
6359042,30-Jan-16,11.8072,12.4909
6356282,30-Jan-16,11.7606,13.2683
6357360,30-Jan-16,11.8464,13.1603
6313289,31-Jan-16,7.828,7.8141
6313472,1-Feb-16,6.3351,5.6275
6356385,1-Feb-16,12.024,13.9165
5876951,1-Feb-16,4.9667,8.3333
6260480,2-Feb-16,7.3878,3.8964
6358828,2-Feb-16,11.8072,12.4909
5292894,2-Feb-16,4.9247,6.2642
6357879,2-Feb-16,11.8464,13.1603
5876377,2-Feb-16,6.3351,5.6275
5292899,3-Feb-16,4.9667,8.3333
5877183,3-Feb-16,4.5395,7.7517
6258372,3-Feb-16,10.5222,7.4383
5920516,4-Feb-16,5.4833,7.0304
6313089,4-Feb-16,7.4667,4.5667
6359192,5-Feb-16,11.6558,13.4213
6317868,6-Feb-16,12.3342,6.4057
6359172,6-Feb-16,11.7921,13.1272
5759467,6-Feb-16,6.4531,3.3958
6313800,7-Feb-16,7.621,5.2215
6313559,7-Feb-16,7.1694,9.2847
5759460,7-Feb-16,6.4531,3.3958
6258432,8-Feb-16,10.5222,7.4383
6313479,8-Feb-16,11.7594,9.3392
6313481,8-Feb-16,12.9894,7.6006
6313741,8-Feb-16,7.8024,6.743
6313231,8-Feb-16,9.9285,8.8921
6313269,8-Feb-16,7.621,5.2215
6268214,8-Feb-16,7.3878,3.8964
6313530,8-Feb-16,4.9667,8.3333
6268266,8-Feb-16,11.8464,13.1603
5292908,8-Feb-16,6.4456,3.3592
5292920,8-Feb-16,6.4531,3.3958
6268283,8-Feb-16,5.4833,7.0304
5292928,8-Feb-16,6.6096,3.3566
5292931,8-Feb-16,6.5942,3.3375
6268309,8-Feb-16,11.9702,8.5044
6268311,8-Feb-16,9.0833,7.5333
6268057,8-Feb-16,6.4426,7.5022
6313630,8-Feb-16,5.0333,7.9266
6268319,8-Feb-16,10.3134,9.8433
6261175,8-Feb-16,10.5222,7.4383
6268343,8-Feb-16,6.3351,5.6275
6268354,8-Feb-16,10.5222,7.4383
6313156,8-Feb-16,7.15,3.35
6268380,8-Feb-16,4.7774,7.0134
6268128,8-Feb-16,6.3163,8.1169
6313207,8-Feb-16,9,4.5
6268408,8-Feb-16,5.5263,7.4896
6359033,8-Feb-16,11.8482,12.9375
5876241,9-Feb-16,5.4833,7.0304
6258234,9-Feb-16,10.2086,11.3859
5876802,9-Feb-16,5.1066,7.3667
6356591,9-Feb-16,12.024,13.9165
5876731,9-Feb-16,6.2006,6.7339
5292944,10-Feb-16,8.8964,7.2431
5877479,10-Feb-16,6.4979,3.3829
5877538,11-Feb-16,6.8362,7.2349
6356002,11-Feb-16,11.1314,13.8664
6261283,11-Feb-16,7.828,7.8141
6261560,11-Feb-16,7.8677,8.0949
6357889,11-Feb-16,11.8288,12.6345
6261135,11-Feb-16,4.7774,7.0134
6126519,11-Feb-16,7.4477,5.6204
6356246,12-Feb-16,12.3611,13.8246
6356288,12-Feb-16,12.3611,13.8246
6357892,12-Feb-16,11.156,12.7576
6268069,12-Feb-16,5.3435,6.6532
6260420,12-Feb-16,6.5942,3.3375
5876999,13-Feb-16,6.4654,7.9675
6357950,13-Feb-16,11.156,12.7576
6260798,15-Feb-16,9.3713,9.6192
5292961,15-Feb-16,4.5394,6.4003
5292962,15-Feb-16,5.1633,6.2126
5292963,15-Feb-16,4.9247,6.2642
4830890,15-Feb-16,6.6439,3.3264
6260719,15-Feb-16,4.9692,6.1097
6257983,16-Feb-16,6.2006,6.7339
6356296,16-Feb-16,12.024,13.9165
6356341,16-Feb-16,10.8583,12.2005
6356369,16-Feb-16,12.5056,13.1414
6356371,16-Feb-16,12.1,13.7
6356373,16-Feb-16,12.1091,13.9864
5821338,16-Feb-16,7.7667,4.5667
5292973,17-Feb-16,9.0833,7.5333
6356689,17-Feb-16,11.25,13.4167
5876303,18-Feb-16,9.0833,7.5333
5876942,18-Feb-16,5.7063,6.4374
5292976,20-Feb-16,9.1281,7.0611
6313523,21-Feb-16,6.3351,5.6275
5292978,21-Feb-16,6.4538,3.2059
5292980,21-Feb-16,6.4531,3.3958
6258383,21-Feb-16,5.0333,7.9266
5821340,22-Feb-16,9.0833,7.5333
5292981,22-Feb-16,4.6538,7.284
6313702,22-Feb-16,4.6737,7.362
5920517,23-Feb-16,8.25,5.55
5876998,23-Feb-16,9.0833,7.5333
5821223,23-Feb-16,9.0833,7.5333
5877591,23-Feb-16,7.106,6.6966
6358658,23-Feb-16,11.5221,13.6856
6358659,23-Feb-16,11.3548,14.213
6313486,24-Feb-16,6.2006,6.7339
6268204,24-Feb-16,7.8731,8.046
6261367,24-Feb-16,10.2897,11.1673
6268058,24-Feb-16,7.8669,8.0611
6356380,24-Feb-16,12.024,13.9165
6268348,24-Feb-16,7.828,7.8141
5292991,24-Feb-16,9.0833,7.5333
6268097,24-Feb-16,7.0613,9.0282
6268369,24-Feb-16,7.8677,8.0949
5876532,25-Feb-16,8.1833,9.75
5876817,25-Feb-16,9.1413,7.3526
5876874,25-Feb-16,6.5263,3.3571
6358926,25-Feb-16,9.2833,12.4667
5877485,25-Feb-16,7.85,9.7833
6257910,25-Feb-16,4.9247,6.2642
6356865,27-Feb-16,10.727,12.7784
5877681,27-Feb-16,4.9198,6.6751
6261082,29-Feb-16,12.9894,7.6006
5293010,29-Feb-16,9.0833,7.5333
5293011,29-Feb-16,9.0833,7.5333
5293014,29-Feb-16,9.0833,7.5333
5293015,29-Feb-16,6.6155,3.5087
6260735,29-Feb-16,4.9247,6.2642
5821339,1-Mar-16,5.3128,8.3554
6268074,1-Mar-16,6.4426,7.5022
5877534,2-Mar-16,9.0833,7.5333
5877626,2-Mar-16,6.5582,3.3466
5876614,2-Mar-16,4.6737,7.362
5877397,2-Mar-16,6.601,3.409
5293018,2-Mar-16,6.4613,3.3696
5293021,2-Mar-16,5.6609,5.9195
5293022,2-Mar-16,6.3351,5.6275
6260756,3-Mar-16,10.7991,8.1538
5877329,3-Mar-16,6.2101,7.0741
4827407,4-Mar-16,5.3435,6.6532
6358804,4-Mar-16,10.6129,12.1946
6356269,4-Mar-16,11.25,13.4167
6260534,4-Mar-16,6.601,3.409
6260832,4-Mar-16,7.828,7.8141
6260352,4-Mar-16,6.601,3.409
4827532,4-Mar-16,5.1,7.2
5200020,4-Mar-16,6.4431,3.3075
6261456,4-Mar-16,7.621,5.2215
5293029,4-Mar-16,9.0833,7.5333
6357315,5-Mar-16,11.084,13.6925
6357317,5-Mar-16,11.3076,13.5947
4827223,5-Mar-16,4.6737,7.362
6356597,5-Mar-16,10.7239,11.6897
6260783,6-Mar-16,10.5222,7.4383
6261438,6-Mar-16,11.9702,8.5044
5920521,7-Mar-16,6.7424,3.4219
5920522,7-Mar-16,6.5942,3.3375
6359052,7-Mar-16,11.1767,13.8256
6313754,7-Mar-16,4.7341,6.8635
6313352,7-Mar-16,4.5114,7.5401
6359202,7-Mar-16,11.1587,13.4162
6313646,7-Mar-16,4.7341,6.8635
6356682,7-Mar-16,11.084,13.6925
5293042,7-Mar-16,12.0218,8.5224
6359054,8-Mar-16,11.1587,13.4162
4826927,8-Mar-16,7.5,9.3333
6359124,8-Mar-16,11.1767,13.8256
6356615,8-Mar-16,11.084,13.6925
5293048,8-Mar-16,6.5053,3.1031
5201435,9-Mar-16,6.6096,3.3566
6268043,9-Mar-16,7.3878,3.8964
5293050,9-Mar-16,9.0833,7.5333
6261552,10-Mar-16,7.5,9.3333
6356278,10-Mar-16,13.0562,13.762
6357917,10-Mar-16,12.944,13.184
6313133,10-Mar-16,7.4667,4.5667
6260400,10-Mar-16,6.4757,5.9048
6260680,10-Mar-16,7.828,7.8141
6268108,10-Mar-16,9.0833,7.5333
5293059,11-Mar-16,8.4667,6.95
5293060,11-Mar-16,8.4667,6.95
6313771,11-Mar-16,8.5,4.55
4826435,11-Mar-16,9.0833,7.5333
6313204,11-Mar-16,5.7235,6.6021
6358576,12-Mar-16,11.25,13.4167
6358898,12-Mar-16,11.2551,14.1482
6258576,12-Mar-16,4.6737,7.362
6358696,12-Mar-16,11.1767,13.8256
5876993,13-Mar-16,7.4667,4.5667
5821236,13-Mar-16,10.1614,12.7399
5877610,13-Mar-16,7.5,9.3333
6358019,14-Mar-16,11.2,13.0833
5293071,14-Mar-16,9.0833,7.5333
5877277,14-Mar-16,7.4667,4.5667
6268241,14-Mar-16,7.15,3.35
6261364,14-Mar-16,9.9285,8.8921
5920523,15-Mar-16,9.0833,7.5333
5293078,15-Mar-16,9.0833,7.5333
6268444,15-Mar-16,4.9667,8.3333
6313514,15-Mar-16,5.7235,6.6021
6357565,15-Mar-16,10.7682,13.1429
6267993,15-Mar-16,10.3134,9.8433
6356431,15-Mar-16,11.747,11.9608
6356484,16-Mar-16,11.747,11.9608
5920524,16-Mar-16,6.4979,3.3829
5293085,16-Mar-16,9.0833,7.5333
5293088,16-Mar-16,6.5942,3.3375
6359079,16-Mar-16,11.7921,13.1272
6258289,16-Mar-16,9.9285,8.8921
6261404,16-Mar-16,7.621,5.2215
5293091,17-Mar-16,6.0035,8.0855
6260528,17-Mar-16,10.5222,7.4383
5876383,17-Mar-16,4.8816,6.8625
5821384,17-Mar-16,4.6412,7.9209
5293095,18-Mar-16,7.4819,9.2948
5293096,19-Mar-16,4.7774,7.0134
5293097,19-Mar-16,4.7774,7.0134
5293098,19-Mar-16,4.7649,6.8414
5293099,19-Mar-16,4.8568,6.6442
5293100,19-Mar-16,4.786,7.1269
5293101,19-Mar-16,4.7661,7.28
4825147,19-Mar-16,11.5841,5.9771
4825041,19-Mar-16,11.5841,5.9771
6358027,20-Mar-16,11.7921,13.1272
6358070,20-Mar-16,11.6138,11.0481
6356372,20-Mar-16,11.8464,13.1603
6358825,21-Mar-16,11.1667,13.4167
5293105,21-Mar-16,7.5167,5.75
5205804,23-Mar-16,5.4832,5.7346
6358829,23-Mar-16,12.1,13.7
6358830,23-Mar-16,12.1,13.7833
6358831,23-Mar-16,12.3,14.4167
6358584,23-Mar-16,12.1,13.7
6358585,23-Mar-16,12.3667,14.35
6260909,23-Mar-16,6.4531,3.3958
6358707,23-Mar-16,12.2829,14.4724
6359256,23-Mar-16,10.8635,13.5189
4824561,23-Mar-16,8.1833,9.75
6359035,23-Mar-16,12.0433,13.6471
5876517,24-Mar-16,4.6412,7.9209
5293117,24-Mar-16,5.4527,5.8696
5293119,25-Mar-16,6.4437,3.2522
5293120,25-Mar-16,6.6596,3.6187
6359031,25-Mar-16,11.8464,13.1603
5877357,26-Mar-16,9.05,6.9833
5877359,26-Mar-16,10.4843,7.4614
6357449,26-Mar-16,11.8464,13.1603
5293125,27-Mar-16,9.0833,7.5333
4823915,27-Mar-16,7.2667,9.9833
4824011,27-Mar-16,8.1833,9.75
4824028,27-Mar-16,7.5333,10.4167
6358077,28-Mar-16,13.5124,13.0916
6358639,28-Mar-16,11.7168,14.0537
6358956,28-Mar-16,11.3838,12.7236
6358958,28-Mar-16,10.7357,13.1307
6358959,28-Mar-16,10.8583,12.2005
6358960,28-Mar-16,11.3939,12.7448
6359004,28-Mar-16,11.3351,14.172
6359005,28-Mar-16,11.3921,13.694
6358056,29-Mar-16,11.25,13.4167
5293134,29-Mar-16,7.5333,3.4167
6261540,30-Mar-16,6.6974,3.4157
5876266,30-Mar-16,5.3435,6.6532
5293136,30-Mar-16,6.5942,3.3375
5293137,30-Mar-16,7.2827,6.0878
5293138,30-Mar-16,7.2827,6.0878
6313083,30-Mar-16,9.0833,7.5333
5293142,31-Mar-16,11.1132,7.7252
6313103,31-Mar-16,10.5222,7.4383
6358963,31-Mar-16,11.4266,13.9867
6260430,31-Mar-16,7.7411,8.5121
5293147,1-Apr-16,7.8024,6.743
5293148,1-Apr-16,5.5546,5.7862
5293149,1-Apr-16,10.4843,7.4614
5293150,1-Apr-16,6.4531,3.3958
4823267,1-Apr-16,5.7316,7.5016
5877294,2-Apr-16,7.3179,8.9951
6261557,2-Apr-16,10.2691,7.1085
5293151,2-Apr-16,7.1993,5.2738
5293155,2-Apr-16,9.0833,7.5333
5759990,2-Apr-16,9.0833,7.5333
6356754,3-Apr-16,11.3729,14.2946
6356767,3-Apr-16,11.4146,14.326
6356775,3-Apr-16,11.4989,14.2351
6356805,3-Apr-16,11.5022,14.0858
5876843,3-Apr-16,7.5667,8.8833
6356845,3-Apr-16,11.5221,13.6856
6356851,3-Apr-16,11.4137,14.3203
6356872,3-Apr-16,11.4911,14.295
6356887,3-Apr-16,11.5221,13.6856
5877149,3-Apr-16,7.5667,8.8833
6356897,3-Apr-16,11.3833,13.95
5293168,4-Apr-16,5.5585,6.3909
5293169,4-Apr-16,5.5167,5.75
5877401,4-Apr-16,7.5667,8.8833
6268187,5-Apr-16,4.4833,7.4146
5293172,5-Apr-16,6.4538,3.2059
5876571,6-Apr-16,5.6325,7.3054
5293175,6-Apr-16,9.1413,7.3526
4822178,6-Apr-16,6.4613,3.3696
6260671,6-Apr-16,6.4979,3.3829
5293178,7-Apr-16,6.4979,3.3829
6126777,7-Apr-16,7.106,6.6966
6261343,8-Apr-16,7.5667,8.8833
6358004,8-Apr-16,11.8464,13.1603
5876357,9-Apr-16,5.7902,6.1047
6126579,9-Apr-16,9.0833,7.5333
6267898,9-Apr-16,7.4696,5.7362
6261266,10-Apr-16,7.5,11.3667
6313107,10-Apr-16,4.7774,7.0134
6260422,10-Apr-16,7.8,11.1
6260423,10-Apr-16,7.4333,11.8
6313636,11-Apr-16,4.7774,7.0134
5876931,11-Apr-16,6.8561,7.3927
5876692,11-Apr-16,7.7411,8.5121
5876695,11-Apr-16,6.8561,7.3927
6267896,11-Apr-16,7.5,11.3667
6313209,11-Apr-16,4.9247,6.2642
6258446,12-Apr-16,10.5222,7.4383
6268211,12-Apr-16,4.7774,7.0134
6356842,12-Apr-16,11.3095,14.1131
6356864,12-Apr-16,11.5221,13.6856
6356889,12-Apr-16,11.3642,14.0758
6356896,12-Apr-16,11.3475,14.0746
4821048,13-Apr-16,5.4527,5.8696
5293201,13-Apr-16,6.6108,3.2961
5293203,13-Apr-16,9.0833,7.5333
5293204,13-Apr-16,9.1281,7.0611
5876494,14-Apr-16,12.1628,6.6614
6260510,14-Apr-16,4.6387,7.2983
6261061,14-Apr-16,5.1009,6.8141
6261345,14-Apr-16,8.3667,8.7667
5293205,14-Apr-16,7.7573,8.7521
5293206,14-Apr-16,9.0833,7.5333
5293207,14-Apr-16,4.9247,6.2642
6261423,14-Apr-16,4.786,7.1269
5877540,15-Apr-16,7.5667,8.8833
5877039,15-Apr-16,7.828,7.8141
5876564,15-Apr-16,6.8879,9.2355
5293214,15-Apr-16,6.6155,3.5087
5877410,15-Apr-16,7.4667,9.2
5877160,15-Apr-16,5.9203,8.2127
5877162,15-Apr-16,7.5,9.3333
6357968,15-Apr-16,11.1767,13.8256
5876451,15-Apr-16,7.8155,8.8604
5877228,15-Apr-16,7.7411,8.5121
6358009,15-Apr-16,12.3512,14.0785
5877269,16-Apr-16,5.9203,8.2127
6261516,17-Apr-16,9.3713,9.6192
5877025,17-Apr-16,5.9203,8.2127
6260665,17-Apr-16,11.4241,5.2288
5877006,18-Apr-16,10.2897,11.1673
5920527,18-Apr-16,8.5,4.55
5876264,18-Apr-16,6.5942,3.3375
6261037,18-Apr-16,9.3713,9.6192
5877615,18-Apr-16,6.1516,6.8446
5877111,18-Apr-16,9.0833,7.5333
5877370,18-Apr-16,7.7411,8.5121
5877373,18-Apr-16,9.9285,8.8921
6356636,18-Apr-16,12.8847,12.5081
6357927,18-Apr-16,13.0977,12.4952
5876652,18-Apr-16,10.3134,9.8433
6260452,18-Apr-16,6.4531,3.3958
6355539,19-Apr-16,10.7239,11.6897
6313073,19-Apr-16,6.7424,3.4219
6313432,19-Apr-16,6.2006,6.7339
6359269,19-Apr-16,11.5221,13.6856
6313251,20-Apr-16,4.7774,7.0134
6260796,20-Apr-16,8.9142,7.8889
6355322,20-Apr-16,10.7239,11.6897
6355663,20-Apr-16,11.2551,14.1482
5821163,20-Apr-16,6.2006,6.7339
6313454,20-Apr-16,6.4426,7.5022
6357511,21-Apr-16,11.1223,13.0069
6357517,21-Apr-16,11.2,13.0833
6357528,21-Apr-16,11.156,12.7576
4819771,21-Apr-16,7.7167,10.05
6357567,21-Apr-16,11.8464,13.1603
6257814,21-Apr-16,7.187,3.341
5293251,21-Apr-16,5.5167,5.75
6357467,21-Apr-16,12.0787,14.4519
6356574,22-Apr-16,12.2829,14.4724
5821404,22-Apr-16,9.3,11.0167
5821435,22-Apr-16,9.3,11.0167
5920528,23-Apr-16,6.5203,3.3538
4819484,23-Apr-16,7.8667,10.9667
6359379,23-Apr-16,11.8464,13.1603
6357848,23-Apr-16,11.8464,13.1603
5877558,24-Apr-16,5.5167,5.75
6356545,24-Apr-16,10.8583,12.2005
6313313,25-Apr-16,6.8,7.1467
6126228,25-Apr-16,5.8467,6.1526
5877693,25-Apr-16,7.7667,4.5667
5293263,25-Apr-16,7.3878,3.8964
5293266,25-Apr-16,9.0833,7.5333
6126811,25-Apr-16,5.5167,5.75
6313215,25-Apr-16,7.621,5.2215
6356537,26-Apr-16,12.9234,13.5606
6126671,26-Apr-16,9.0833,7.5333
6267984,26-Apr-16,9.0833,7.5333
5876578,26-Apr-16,5.0333,7.9266
5876582,26-Apr-16,5.8648,5.7537
5293271,26-Apr-16,7.3878,3.8964
6261214,26-Apr-16,7.7667,4.5667
5877522,27-Apr-16,6.097,6.8184
5876788,27-Apr-16,11.7594,9.3392
5293278,27-Apr-16,9.0833,7.5333
5876970,27-Apr-16,6.1516,6.8446
5877499,27-Apr-16,7.2333,3.0333
6313504,28-Apr-16,6.2006,6.7339
6261426,28-Apr-16,9.2,12.4833
5293283,28-Apr-16,9.0833,7.5333
5877297,29-Apr-16,5.8086,8.0812
6356584,29-Apr-16,11.25,13.4167
5293286,29-Apr-16,6.4531,3.3958
6260498,30-Apr-16,5.074,6.6535
6261018,30-Apr-16,8.5294,7.7242
5876518,30-Apr-16,5.8086,8.0812
6268217,30-Apr-16,4.5333,6.4167
6260600,30-Apr-16,7.9975,7.8312
5877279,1-May-16,5.8086,8.0812
5876265,1-May-16,9.3888,8.5778
6357556,1-May-16,12.3667,14.35
6268015,1-May-16,5.8931,7.9374
5877118,1-May-16,5.8224,8.1584
6258458,2-May-16,7.3588,7.0994
5876556,3-May-16,4.5394,6.4003
5729105,3-May-16,9.0833,6.0167
6268301,3-May-16,6.8,7.1467
6260949,3-May-16,9.6139,6.5569
5293300,3-May-16,5.5167,5.75
5293302,3-May-16,7.0932,4.8353
6260730,3-May-16,6.0158,6.7446
5920531,4-May-16,9.0833,7.5333
6261115,4-May-16,7.3878,3.8964
4817541,4-May-16,6.4531,3.3958
6261217,4-May-16,9.9285,8.8921
6261273,5-May-16,12.1628,6.6614
5821269,5-May-16,5.1066,7.3667
5876320,5-May-16,5.1066,7.3667
6230972,5-May-16,5.1066,7.3667
6313192,5-May-16,5.5167,5.75
6260818,6-May-16,10.3134,9.8433
6260615,6-May-16,10.3134,9.8433
5877403,7-May-16,5.3732,6.1107
6357518,8-May-16,11.25,13.4167
6359105,8-May-16,11.0261,13.585
6359110,8-May-16,11.084,13.6925
5821357,8-May-16,8.5333,10.4667
6268353,8-May-16,5.5167,5.75
6268387,8-May-16,6.8498,5.7784
6126601,9-May-16,7.4667,4.5667
6268220,9-May-16,4.6737,7.362
6126435,9-May-16,5.4833,7.0304
5877617,9-May-16,5.0623,6.5416
6313202,9-May-16,5.4527,5.8696
6126339,10-May-16,6.2517,8.1121
5293330,10-May-16,7.8024,6.743
5821202,10-May-16,4.7774,7.0134
5293333,10-May-16,4.5991,5.6512
6357271,10-May-16,11.8464,13.1603
5876260,10-May-16,5.1066,7.3667
6357291,10-May-16,11.5221,13.6856
6357263,11-May-16,11.5221,13.6856
5293338,11-May-16,8.5,4.55
6359085,11-May-16,11.8464,13.1603
5821367,11-May-16,11.9702,8.5044
5877480,11-May-16,6.0199,6.9148
6313484,12-May-16,9.0833,7.5333
6356035,12-May-16,11.8464,13.1603
6357259,13-May-16,11.25,13.4167
5876314,13-May-16,7.1694,9.2847
6268216,14-May-16,6.3351,5.6275
6356830,14-May-16,11.084,13.6925
6356861,14-May-16,11.25,13.4167
6356876,14-May-16,11.0667,13.7333
5877491,15-May-16,6.1454,6.7885
6260762,16-May-16,8.1333,4.2667
6313359,16-May-16,6.3351,5.6275
6359112,17-May-16,11.3334,13.5417
6358870,17-May-16,13.5407,13.1386
5877603,17-May-16,4.9247,6.2642
6258312,17-May-16,10.3134,9.8433
6260918,17-May-16,7.6813,6.4286
4815305,17-May-16,6.4281,3.422
5877524,18-May-16,4.8289,7.0701
5293361,18-May-16,6.5942,3.3375
6258295,18-May-16,6.3351,5.6275
6313372,18-May-16,13.048,5.2143
4815015,18-May-16,6.5263,3.3571
5293365,19-May-16,7.3878,3.8964
5293366,19-May-16,6.4531,3.3958
5293367,19-May-16,6.3163,8.1169
5293370,19-May-16,9.0833,7.5333
5876540,19-May-16,5.7671,7.1531
6126670,19-May-16,6.4979,3.3829
6358872,19-May-16,11.156,12.7576
6358874,19-May-16,11.2,13.1167
5876839,19-May-16,7.6897,7.0438
6126705,19-May-16,5.0333,7.9266
5877378,19-May-16,7.2357,6.9256
6358751,19-May-16,11.0333,12.2667
6355502,20-May-16,11.8464,13.1603
6261304,20-May-16,7.7897,5.5106
6126674,20-May-16,7.7411,8.5121
5920533,21-May-16,4.9247,6.2642
6260978,22-May-16,9.3713,9.6192
6356557,23-May-16,11.25,13.4167
6313600,23-May-16,6.3351,5.6275
6358965,24-May-16,11.9259,13.2306
5876923,24-May-16,6.4538,3.2059
6359327,25-May-16,11.8934,14.1836
6260631,25-May-16,4.8167,7.3167
5876432,25-May-16,6.4538,3.2059
6261247,25-May-16,5.0014,6.8741
6316081,26-May-16,5.5801,5.1792
5877310,26-May-16,6.4538,3.2059
5876307,26-May-16,5.4741,7.3003
5877114,26-May-16,5.4616,6.2079
6357441,26-May-16,12.6611,13.2795
5293393,27-May-16,9.0833,7.5333
5293394,28-May-16,4.4522,7.1681
6260742,29-May-16,4.3151,6.2418
5821209,29-May-16,10.41,6.3985
5286207,29-May-16,6.2101,7.0741
5286209,29-May-16,6.2006,6.7339
5293396,29-May-16,8.5206,7.2306
6313189,29-May-16,10.6129,12.1946
6313190,29-May-16,6.3163,8.1169
6260768,30-May-16,7.7166,8.899
5286210,30-May-16,6.2101,7.0741
5286211,30-May-16,6.2006,6.7339
5293401,30-May-16,6.1454,6.7885
5293402,30-May-16,4.9667,8.3333
5293403,30-May-16,4.7774,7.0134
5293404,30-May-16,5.1066,7.3667
5293405,30-May-16,6.3163,8.1169
5293406,30-May-16,6.4426,7.5022
5293407,30-May-16,5.5263,7.4896
6260851,30-May-16,7.5965,9.7056
6260860,30-May-16,7.5965,9.7056
6313344,30-May-16,5.961,8.7107
5821333,30-May-16,10.41,6.3985
5877195,30-May-16,6.2006,6.7339
5821408,30-May-16,5.4833,7.0304
6313099,31-May-16,9.0833,7.5333
6260724,31-May-16,8.1833,9.75
6356748,1-Jun-16,11.6558,13.4213
6356749,1-Jun-16,11.9259,13.2306
5876763,1-Jun-16,5.5167,5.75
4812842,1-Jun-16,7.3878,3.8964
6358875,1-Jun-16,12.55,13.1123
6358876,1-Jun-16,11.4667,13.7667
5293422,1-Jun-16,9.0833,7.5333
6126474,1-Jun-16,6.1464,6.8729
6260632,1-Jun-16,5.4832,5.7346
6356683,1-Jun-16,11.8464,13.1603
6359123,2-Jun-16,11.4667,13.7667
6358881,2-Jun-16,12.55,13.1123
5293427,2-Jun-16,11.9702,8.5044
6313448,2-Jun-16,4.9247,6.2642
6358645,3-Jun-16,12.094,13.4582
5876344,3-Jun-16,5.4832,5.7346
5876629,3-Jun-16,5.4859,5.7543
6355630,3-Jun-16,11.8464,13.1603
6126243,4-Jun-16,9.0833,7.5333
6258438,5-Jun-16,7.7411,8.5121
5877585,6-Jun-16,6.3351,5.6275
6258321,7-Jun-16,7.3878,3.8964
6356645,7-Jun-16,13.0886,12.1056
6313649,7-Jun-16,10.4547,7.4129
5876921,7-Jun-16,9.0833,7.5333
6258437,8-Jun-16,7.7411,8.5121
6260545,8-Jun-16,6.0011,5.4675
6261580,8-Jun-16,6.6143,3.3244
6258287,8-Jun-16,7.7411,8.5121
5821171,8-Jun-16,9.0833,7.5333
5293448,9-Jun-16,6.7424,3.4219
6257911,9-Jun-16,7.2526,5.1931
6357312,10-Jun-16,11.6625,14.3414
6357314,10-Jun-16,11.5221,13.6856
6355586,10-Jun-16,12.7559,13.4349
